"MessageID","Waktu","Magnitudo","Kedalaman","Lintang","Bujur","Lokasi","Dirasakan","RawText","EventID"
"32789","1-Feb-26 21:49:57","0.8","5","3.43","97.81","6 km Selatan KUTACANE-ACEHTENGGARA","","Info Gempa Mag:0.8, 1-Feb-26 21:49:57 WIB, Lok: 3.43 LU - 97.81 BT (6 km Selatan KUTACANE-ACEHTENGGARA), Kedlmn: 5 km ::BMKG",""
"32869","2-Feb-26 05:01:11","4.1","125","6.82","94.17","164 km Barat Laut KOTA-SABANG-ACEH","","Info Gempa Mag:4.1, 2-Feb-26 05:01:11 WIB, Lok: 6.82 LU - 94.17 BT (164 km Barat Laut KOTA-SABANG-ACEH), Kedlmn: 125 km ::BMKG",""
"32877","2-Feb-26 05:43:47","3.8","5","3.58","96.47","62 km Barat Daya BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:3.8, 2-Feb-26 05:43:47 WIB, Lok: 3.58 LU - 96.47 BT (62 km Barat Daya BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 5 km ::BMKG",""
"32914","2-Feb-26 10:42:08","2.2","1","4.17","97.44","22 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 2-Feb-26 10:42:08 WIB, Lok: 4.17 LU - 97.44 BT (22 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"32928","2-Feb-26 14:41:33","2.0","13","4.4","97.59","44 km Barat KOTA-LANGSA-ACEH","","Info Gempa Mag:2.0, 2-Feb-26 14:41:33 WIB, Lok: 4.40 LU - 97.59 BT (44 km Barat KOTA-LANGSA-ACEH), Kedlmn: 13 km ::BMKG",""
"32939","2-Feb-26 15:51:38","2.0","2","4.17","97.44","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 2-Feb-26 15:51:38 WIB, Lok: 4.17 LU - 97.44 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"32947","2-Feb-26 16:23:40","2.0","7","5.24","96.18","29 km Tenggara KAB-PIDIE-ACEH","","Info Gempa Mag:2.0, 2-Feb-26 16:23:40 WIB, Lok: 5.24 LU - 96.18 BT (29 km Tenggara KAB-PIDIE-ACEH), Kedlmn: 7 km ::BMKG",""
"32951","2-Feb-26 17:16:13","2.3","3","4.88","97.05","27 km Timur Laut KAB-BENERMERIAH-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:2.3, 2-Feb-26 17:16:13 WIB, Lok: 4.88 LU - 97.05 BT (27 km Timur Laut KAB-BENERMERIAH-ACEH), Kedlmn: 3 km ::BMKG",""
"32956","2-Feb-26 18:05:19","2.4","12","4.67","96.75","12 km Barat Laut TAKENGON-ACEHTENGAH","","Info Gempa Mag:2.4, 2-Feb-26 18:05:19 WIB, Lok: 4.67 LU - 96.75 BT (12 km Barat Laut TAKENGON-ACEHTENGAH), Kedlmn: 12 km ::BMKG",""
"32978","2-Feb-26 21:03:40","2.0","77","4.09","96.96","28 km Utara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.0, 2-Feb-26 21:03:40 WIB, Lok: 4.09 LU - 96.96 BT (28 km Utara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 77 km ::BMKG",""
"32989","2-Feb-26 22:05:59","2.9","5","2.72","96.04","46 km Barat Laut SINABANG-ACEH","","Info Gempa Mag:2.9, 2-Feb-26 22:05:59 WIB, Lok: 2.72 LU - 96.04 BT (46 km Barat Laut SINABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"33003","2-Feb-26 23:51:47","2.2","5","4.73","96.76","11 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:2.2, 2-Feb-26 23:51:47 WIB, Lok: 4.73 LU - 96.76 BT (11 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 5 km ::BMKG",""
"33009","3-Feb-26 00:21:10","2.8","56","4.71","94.88","78 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:2.8, 3-Feb-26 00:21:10 WIB, Lok: 4.71 LU - 94.88 BT (78 km Barat CALANG-ACEHJAYA), Kedlmn: 56 km ::BMKG",""
"33016","3-Feb-26 00:47:44","3.7","5","4.27","97.46","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.7, 3-Feb-26 00:47:44 WIB, Lok: 4.27 LU - 97.46 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33020","3-Feb-26 01:05:33","1.4","5","4.07","97.46","16 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.4, 3-Feb-26 01:05:33 WIB, Lok: 4.07 LU - 97.46 BT (16 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33023","3-Feb-26 01:15:26","1.7","1","4.18","97.43","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 3-Feb-26 01:15:26 WIB, Lok: 4.18 LU - 97.43 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"33040","3-Feb-26 02:18:03","2.2","199","5.99","94.97","40 km Barat KOTA-SABANG-ACEH","","Info Gempa Mag:2.2, 3-Feb-26 02:18:03 WIB, Lok: 5.99 LU - 94.97 BT (40 km Barat KOTA-SABANG-ACEH), Kedlmn: 199 km ::BMKG",""
"33075","3-Feb-26 05:38:34","4.1","10","4.92","96.82","21 km Utara KAB-BENERMERIAH-ACEH","Bener Meriah dan Aceh Tengah III-IV MMI, di Bireuen II MMI","Info Gempa Mag:4.1, 3-Feb-26 05:38:34 WIB, Lok: 4.92 LU - 96.82 BT (21 km Utara KAB-BENERMERIAH-ACEH), Kedlmn: 10 km, dirasakan di Bener Meriah dan Aceh Tengah III-IV MMI, di Bireuen II MMI ::BMKG",""
"33087","3-Feb-26 06:37:08","1.9","5","4.16","97.45","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 3-Feb-26 06:37:08 WIB, Lok: 4.16 LU - 97.45 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33105","3-Feb-26 09:14:57","1.8","3","5.08","96.13","19 km Barat Laut KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.8, 3-Feb-26 09:14:57 WIB, Lok: 5.08 LU - 96.13 BT (19 km Barat Laut KAB-PIDIEJAYA-ACEH), Kedlmn: 3 km ::BMKG",""
"33110","3-Feb-26 10:09:17","1.8","2","4.16","97.44","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 3-Feb-26 10:09:17 WIB, Lok: 4.16 LU - 97.44 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"33127","3-Feb-26 13:25:09","2.9","10","3.46","95.5","104 km Barat Daya MEULABOH-ACEHBARAT","","Info Gempa Mag:2.9, 3-Feb-26 13:25:09 WIB, Lok: 3.46 LU - 95.50 BT (104 km Barat Daya MEULABOH-ACEHBARAT), Kedlmn: 10 km ::BMKG",""
"33130","3-Feb-26 13:52:17","2.0","27","3.14","97.34","20 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.0, 3-Feb-26 13:52:17 WIB, Lok: 3.14 LU - 97.34 BT (20 km Tenggara KAB-ACEHSELATAN), Kedlmn: 27 km ::BMKG",""
"33132","3-Feb-26 14:20:32","2.2","8","4.86","96.06","29 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.2, 3-Feb-26 14:20:32 WIB, Lok: 4.86 LU - 96.06 BT (29 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 8 km ::BMKG",""
"33250","4-Feb-26 05:26:52","3.0","3","4.18","97.52","28 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.0, 4-Feb-26 05:26:52 WIB, Lok: 4.18 LU - 97.52 BT (28 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"33272","4-Feb-26 10:19:47","2.2","5","4.18","97.44","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 4-Feb-26 10:19:47 WIB, Lok: 4.18 LU - 97.44 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33280","4-Feb-26 11:18:31","1.7","78","4.08","96.47","24 km Tenggara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:1.7, 4-Feb-26 11:18:31 WIB, Lok: 4.08 LU - 96.47 BT (24 km Tenggara KAB-NAGANRAYA-ACEH), Kedlmn: 78 km ::BMKG",""
"33332","4-Feb-26 21:21:44","2.7","5","4.12","97.49","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 4-Feb-26 21:21:44 WIB, Lok: 4.12 LU - 97.49 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33350","4-Feb-26 22:40:14","3.0","83","2.57","95.85","59 km Barat SINABANG-ACEH","","Info Gempa Mag:3.0, 4-Feb-26 22:40:14 WIB, Lok: 2.57 LU - 95.85 BT (59 km Barat SINABANG-ACEH), Kedlmn: 83 km ::BMKG",""
"33386","5-Feb-26 01:34:11","2.9","10","2.67","95.69","78 km Barat SINABANG-ACEH","","Info Gempa Mag:2.9, 5-Feb-26 01:34:11 WIB, Lok: 2.67 LU - 95.69 BT (78 km Barat SINABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"33400","5-Feb-26 03:20:37","2.3","65","2.65","97.93","10 km Barat KOTA-SUBULUSSALAM-ACEH","","Info Gempa Mag:2.3, 5-Feb-26 03:20:37 WIB, Lok: 2.65 LU - 97.93 BT (10 km Barat KOTA-SUBULUSSALAM-ACEH), Kedlmn: 65 km ::BMKG",""
"33448","5-Feb-26 08:04:52","2.3","43","4.7","95.27","36 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:2.3, 5-Feb-26 08:04:52 WIB, Lok: 4.70 LU - 95.27 BT (36 km Barat CALANG-ACEHJAYA), Kedlmn: 43 km ::BMKG",""
"33482","5-Feb-26 14:39:47","1.2","48","3.34","97.27","6 km Timur Laut KAB-ACEHSELATAN","","Info Gempa Mag:1.2, 5-Feb-26 14:39:47 WIB, Lok: 3.34 LU - 97.27 BT (6 km Timur Laut KAB-ACEHSELATAN), Kedlmn: 48 km ::BMKG",""
"33493","5-Feb-26 16:46:47","2.7","11","4.52","96.61","28 km Barat Daya TAKENGON-ACEHTENGAH","","Info Gempa Mag:2.7, 5-Feb-26 16:46:47 WIB, Lok: 4.52 LU - 96.61 BT (28 km Barat Daya TAKENGON-ACEHTENGAH), Kedlmn: 11 km ::BMKG",""
"33631","6-Feb-26 08:29:31","2.3","4","4.92","96.02","30 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.3, 6-Feb-26 08:29:31 WIB, Lok: 4.92 LU - 96.02 BT (30 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 4 km ::BMKG",""
"33650","6-Feb-26 12:27:53","1.7","84","4.99","95.72","31 km Tenggara JANTHO-ACEHBESAR","","Info Gempa Mag:1.7, 6-Feb-26 12:27:53 WIB, Lok: 4.99 LU - 95.72 BT (31 km Tenggara JANTHO-ACEHBESAR), Kedlmn: 84 km ::BMKG",""
"33666","6-Feb-26 15:17:05","1.7","27","3.21","97.25","9 km Selatan KAB-ACEHSELATAN","","Info Gempa Mag:1.7, 6-Feb-26 15:17:05 WIB, Lok: 3.21 LU - 97.25 BT (9 km Selatan KAB-ACEHSELATAN), Kedlmn: 27 km ::BMKG",""
"33670","6-Feb-26 17:17:55","1.2","16","3.39","97.18","13 km Barat Laut KAB-ACEHSELATAN","","Info Gempa Mag:1.2, 6-Feb-26 17:17:55 WIB, Lok: 3.39 LU - 97.18 BT (13 km Barat Laut KAB-ACEHSELATAN), Kedlmn: 16 km ::BMKG",""
"33673","6-Feb-26 17:52:53","2.7","1","4.19","97.45","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 6-Feb-26 17:52:53 WIB, Lok: 4.19 LU - 97.45 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"33683","6-Feb-26 19:11:04","1.8","10","4.16","97.44","22 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 6-Feb-26 19:11:04 WIB, Lok: 4.16 LU - 97.44 BT (22 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"33696","6-Feb-26 21:01:04","1.7","72","2.97","97.97","36 km Utara KOTA-SUBULUSSALAM-ACEH","","Info Gempa Mag:1.7, 6-Feb-26 21:01:04 WIB, Lok: 2.97 LU - 97.97 BT (36 km Utara KOTA-SUBULUSSALAM-ACEH), Kedlmn: 72 km ::BMKG",""
"33711","6-Feb-26 22:19:07","1.6","2","4.07","97.33","8 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.6, 6-Feb-26 22:19:07 WIB, Lok: 4.07 LU - 97.33 BT (8 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"33741","7-Feb-26 00:46:13","1.7","62","3.3","97.46","24 km Timur KAB-ACEHSELATAN","","Info Gempa Mag:1.7, 7-Feb-26 00:46:13 WIB, Lok: 3.30 LU - 97.46 BT (24 km Timur KAB-ACEHSELATAN), Kedlmn: 62 km ::BMKG",""
"33749","7-Feb-26 01:46:23","1.1","10","4.07","97.47","16 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.1, 7-Feb-26 01:46:23 WIB, Lok: 4.07 LU - 97.47 BT (16 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"33795","7-Feb-26 06:52:09","1.6","5","4.14","97.39","17 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.6, 7-Feb-26 06:52:09 WIB, Lok: 4.14 LU - 97.39 BT (17 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"33817","7-Feb-26 11:19:14","1.3","7","3.46","97.77","5 km Barat Daya KUTACANE-ACEHTENGGARA","","Info Gempa Mag:1.3, 7-Feb-26 11:19:14 WIB, Lok: 3.46 LU - 97.77 BT (5 km Barat Daya KUTACANE-ACEHTENGGARA), Kedlmn: 7 km ::BMKG",""
"33819","7-Feb-26 11:59:37","2.1","11","2.28","96.81","53 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.1, 7-Feb-26 11:59:37 WIB, Lok: 2.28 LU - 96.81 BT (53 km Tenggara SINABANG-ACEH), Kedlmn: 11 km ::BMKG",""
"33826","7-Feb-26 13:20:49","2.1","5","4.52","95.82","30 km Tenggara CALANG-ACEHJAYA","","Info Gempa Mag:2.1, 7-Feb-26 13:20:49 WIB, Lok: 4.52 LU - 95.82 BT (30 km Tenggara CALANG-ACEHJAYA), Kedlmn: 5 km ::BMKG",""
"33827","7-Feb-26 13:22:05","2.5","5","3.94","96.59","43 km Barat BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.5, 7-Feb-26 13:22:05 WIB, Lok: 3.94 LU - 96.59 BT (43 km Barat BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 5 km ::BMKG",""
"33837","7-Feb-26 15:52:18","2.3","8","4.95","96.0","31 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.3, 7-Feb-26 15:52:18 WIB, Lok: 4.95 LU - 96.00 BT (31 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 8 km ::BMKG",""
"33846","7-Feb-26 19:19:16","2.0","79","4.15","96.93","35 km Utara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.0, 7-Feb-26 19:19:16 WIB, Lok: 4.15 LU - 96.93 BT (35 km Utara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 79 km ::BMKG",""
"33906","8-Feb-26 03:22:02","1.8","4","4.14","97.38","16 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 8-Feb-26 03:22:02 WIB, Lok: 4.14 LU - 97.38 BT (16 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"33917","8-Feb-26 04:48:21","2.1","3","4.1","97.42","15 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 8-Feb-26 04:48:21 WIB, Lok: 4.10 LU - 97.42 BT (15 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"33918","8-Feb-26 04:38:46","1.7","11","2.18","98.1","37 km Tenggara KAB-ACEHSINGKIL","","Info Gempa Mag:1.7, 8-Feb-26 04:38:46 WIB, Lok: 2.18 LU - 98.10 BT (37 km Tenggara KAB-ACEHSINGKIL), Kedlmn: 11 km ::BMKG",""
"33930","8-Feb-26 05:43:40","1.6","9","5.01","96.03","28 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.6, 8-Feb-26 05:43:40 WIB, Lok: 5.01 LU - 96.03 BT (28 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 9 km ::BMKG",""
"33948","8-Feb-26 07:53:42","2.8","7","5.32","95.44","20 km Barat Laut JANTHO-ACEHBESAR","","Info Gempa Mag:2.8, 8-Feb-26 07:53:42 WIB, Lok: 5.32 LU - 95.44 BT (20 km Barat Laut JANTHO-ACEHBESAR), Kedlmn: 7 km ::BMKG",""
"33962","8-Feb-26 11:37:27","2.3","0","4.71","95.87","33 km Timur CALANG-ACEHJAYA","","Info Gempa Mag:2.3, 8-Feb-26 11:37:27 WIB, Lok: 4.71 LU - 95.87 BT (33 km Timur CALANG-ACEHJAYA), Kedlmn: 0 km ::BMKG",""
"33987","8-Feb-26 16:53:57","2.3","5","4.14","97.37","16 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 8-Feb-26 16:53:57 WIB, Lok: 4.14 LU - 97.37 BT (16 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34017","8-Feb-26 20:55:46","2.3","1","4.18","97.42","22 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 8-Feb-26 20:55:46 WIB, Lok: 4.18 LU - 97.42 BT (22 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"34025","8-Feb-26 22:12:39","1.5","5","3.01","96.36","60 km Utara SINABANG-ACEH","","Info Gempa Mag:1.5, 8-Feb-26 22:12:39 WIB, Lok: 3.01 LU - 96.36 BT (60 km Utara SINABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"34062","9-Feb-26 01:44:24","2.2","5","4.13","97.4","17 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 9-Feb-26 01:44:24 WIB, Lok: 4.13 LU - 97.40 BT (17 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34088","9-Feb-26 04:03:08","1.7","6","4.73","96.74","13 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:1.7, 9-Feb-26 04:03:08 WIB, Lok: 4.73 LU - 96.74 BT (13 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 6 km ::BMKG",""
"34102","9-Feb-26 04:41:36","2.3","5","4.15","97.4","18 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 9-Feb-26 04:41:36 WIB, Lok: 4.15 LU - 97.40 BT (18 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34133","9-Feb-26 08:19:48","2.5","5","3.89","96.89","10 km Barat Laut BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.5, 9-Feb-26 08:19:48 WIB, Lok: 3.89 LU - 96.89 BT (10 km Barat Laut BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 5 km ::BMKG",""
"34177","9-Feb-26 19:04:55","3.6","113","3.65","97.84","19 km Utara KUTACANE-ACEHTENGGARA","","Info Gempa Mag:3.6, 9-Feb-26 19:04:55 WIB, Lok: 3.65 LU - 97.84 BT (19 km Utara KUTACANE-ACEHTENGGARA), Kedlmn: 113 km ::BMKG",""
"34222","10-Feb-26 01:50:14","2.1","51","3.44","97.28","17 km Utara KAB-ACEHSELATAN","","Info Gempa Mag:2.1, 10-Feb-26 01:50:14 WIB, Lok: 3.44 LU - 97.28 BT (17 km Utara KAB-ACEHSELATAN), Kedlmn: 51 km ::BMKG",""
"34240","10-Feb-26 05:37:10","3.5","4","4.95","96.75","28 km Barat Laut KAB-BENERMERIAH-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:3.5, 10-Feb-26 05:37:10 WIB, Lok: 4.95 LU - 96.75 BT (28 km Barat Laut KAB-BENERMERIAH-ACEH), Kedlmn: 4 km dirasakan di Bener Meriah II-III MMI ::BMKG",""
"34305","10-Feb-26 14:30:33","1.9","5","4.13","97.39","16 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 10-Feb-26 14:30:33 WIB, Lok: 4.13 LU - 97.39 BT (16 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34350","10-Feb-26 21:06:49","2.4","5","5.21","95.85","23 km Barat Daya KAB-PIDIE-ACEH","","Info Gempa Mag:2.4, 10-Feb-26 21:06:49 WIB, Lok: 5.21 LU - 95.85 BT (23 km Barat Daya KAB-PIDIE-ACEH), Kedlmn: 5 km ::BMKG",""
"34366","10-Feb-26 22:42:08","1.7","2","4.21","97.41","25 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 10-Feb-26 22:42:08 WIB, Lok: 4.21 LU - 97.41 BT (25 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"34433","11-Feb-26 07:24:06","1.9","81","5.5","95.58","29 km Utara JANTHO-ACEHBESAR","","Info Gempa Mag:1.9, 11-Feb-26 07:24:06 WIB, Lok: 5.50 LU - 95.58 BT (29 km Utara JANTHO-ACEHBESAR), Kedlmn: 81 km ::BMKG",""
"34523","11-Feb-26 22:23:10","3.1","128","5.16","95.9","25 km Selatan KAB-PIDIE-ACEH","","Info Gempa Mag:3.1, 11-Feb-26 22:23:10 WIB, Lok: 5.16 LU - 95.90 BT (25 km Selatan KAB-PIDIE-ACEH), Kedlmn: 128 km ::BMKG",""
"34644","12-Feb-26 12:34:40","2.2","35","4.65","95.27","35 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:2.2, 12-Feb-26 12:34:40 WIB, Lok: 4.65 LU - 95.27 BT (35 km Barat CALANG-ACEHJAYA), Kedlmn: 35 km ::BMKG",""
"34000","12-Feb-26 19:47:08","2.7","15","4.71","96.91","5 km Tenggara KAB-BENERMERIAH-ACEH","Bener Meriah II-III MMI","Info Gempa Mag:2.7, 12-Feb-26 19:47:08 WIB, Lok: 4.71 LU - 96.91 BT (5 km Tenggara KAB-BENERMERIAH-ACEH), Kedlmn: 15 km dirasakan di Bener Meriah II-III MMI ::BMKG",""
"34669","12-Feb-26 20:14:15","4.7","19","4.29","95.83","37 km Barat Laut MEULABOH-ACEHBARAT","Meulaboh, Nagan Raya III MMI, Aceh Jaya dan Aceh Tengah II-III MMI, Aceh Barat Daya dan Bener Meriah II MMI","Info Gempa Mag:4.7, 12-Feb-26 20:14:15 WIB, Lok: 4.29 LU - 95.83 BT (37 km Barat Laut MEULABOH-ACEHBARAT), Kedlmn: 19 km ::BMKG",""
"34674","12-Feb-26 20:28:49","3.8","5","4.14","97.46","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.8, 12-Feb-26 20:28:49 WIB, Lok: 4.14 LU - 97.46 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34683","12-Feb-26 21:38:13","1.6","79","3.21","97.62","37 km Barat Daya KUTACANE-ACEHTENGGARA","","Info Gempa Mag:1.6, 12-Feb-26 21:38:13 WIB, Lok: 3.21 LU - 97.62 BT (37 km Barat Daya KUTACANE-ACEHTENGGARA), Kedlmn: 79 km ::BMKG",""
"34713","13-Feb-26 00:21:44","2.6","5","4.13","97.43","18 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 13-Feb-26 00:21:44 WIB, Lok: 4.13 LU - 97.43 BT (18 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34771","13-Feb-26 07:50:06","2.5","36","2.19","97.95","24 km Tenggara KAB-ACEHSINGKIL","","Info Gempa Mag:2.5, 13-Feb-26 07:50:06 WIB, Lok: 2.19 LU - 97.95 BT (24 km Tenggara KAB-ACEHSINGKIL), Kedlmn: 36 km ::BMKG",""
"34814","13-Feb-26 14:45:49","3.2","10","4.16","97.46","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.2, 13-Feb-26 14:45:49 WIB, Lok: 4.16 LU - 97.46 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"34816","13-Feb-26 14:52:58","2.8","1","4.29","97.54","39 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.8, 13-Feb-26 14:52:58 WIB, Lok: 4.29 LU - 97.54 BT (39 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"34821","13-Feb-26 15:46:11","3.3","5","4.15","97.56","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.3, 13-Feb-26 15:46:11 WIB, Lok: 4.15 LU - 97.56 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34833","13-Feb-26 17:28:01","2.4","3","4.2","97.45","26 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 13-Feb-26 17:28:01 WIB, Lok: 4.20 LU - 97.45 BT (26 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"34921","14-Feb-26 03:26:26","2.1","0","4.16","97.4","20 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 14-Feb-26 03:26:26 WIB, Lok: 4.16 LU - 97.40 BT (20 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 0 km ::BMKG",""
"34935","14-Feb-26 04:37:04","3.5","5","4.13","97.52","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.5, 14-Feb-26 04:37:04 WIB, Lok: 4.13 LU - 97.52 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"34960","14-Feb-26 07:19:12","2.8","42","4.48","95.73","24 km Tenggara CALANG-ACEHJAYA","","Info Gempa Mag:2.8, 14-Feb-26 07:19:12 WIB, Lok: 4.48 LU - 95.73 BT (24 km Tenggara CALANG-ACEHJAYA), Kedlmn: 42 km ::BMKG",""
"34967","14-Feb-26 08:07:19","1.5","3","4.13","97.44","19 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.5, 14-Feb-26 08:07:19 WIB, Lok: 4.13 LU - 97.44 BT (19 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"34968","14-Feb-26 08:13:48","2.5","45","2.47","98.06","21 km Selatan KOTA-SUBULUSSALAM-ACEH","","Info Gempa Mag:2.5, 14-Feb-26 08:13:48 WIB, Lok: 2.47 LU - 98.06 BT (21 km Selatan KOTA-SUBULUSSALAM-ACEH), Kedlmn: 45 km ::BMKG",""
