"MessageID","Waktu","Magnitudo","Kedalaman","Lintang","Bujur","Lokasi","Dirasakan","RawText","EventID"
"35018","14-Feb-26 16:21:18","2.2","1","4.19","97.44","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 14-Feb-26 16:21:18 WIB, Lok: 4.19 LU - 97.44 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"35080","14-Feb-26 23:26:19","0.8","5","2.94","97.28","39 km Selatan KAB-ACEHSELATAN","","Info Gempa Mag:0.8, 14-Feb-26 23:26:19 WIB, Lok: 2.94 LU - 97.28 BT (39 km Selatan KAB-ACEHSELATAN), Kedlmn: 5 km ::BMKG",""
"35085","14-Feb-26 23:45:57","2.7","10","4.14","97.46","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 14-Feb-26 23:45:57 WIB, Lok: 4.14 LU - 97.46 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"35096","15-Feb-26 01:15:11","1.6","5","4.13","97.43","18 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.6, 15-Feb-26 01:15:11 WIB, Lok: 4.13 LU - 97.43 BT (18 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35174","15-Feb-26 11:28:55","2.0","12","4.44","96.48","30 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.0, 15-Feb-26 11:28:55 WIB, Lok: 4.44 LU - 96.48 BT (30 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 12 km ::BMKG",""
"35193","15-Feb-26 15:27:03","3.2","9","4.76","96.18","28 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:3.2, 15-Feb-26 15:27:03 WIB, Lok: 4.76 LU - 96.18 BT (28 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 9 km ::BMKG",""
"35272","16-Feb-26 01:22:42","2.0","5","4.15","97.39","18 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 16-Feb-26 01:22:42 WIB, Lok: 4.15 LU - 97.39 BT (18 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35335","16-Feb-26 15:35:54","2.1","5","4.18","97.43","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 16-Feb-26 15:35:54 WIB, Lok: 4.18 LU - 97.43 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35336","16-Feb-26 15:36:40","2.0","5","4.25","97.5","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 16-Feb-26 15:36:40 WIB, Lok: 4.25 LU - 97.50 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35364","16-Feb-26 22:28:01","2.6","12","4.91","96.86","20 km Utara KAB-BENERMERIAH-ACEH","Bener Meriah  II-III MMI","Info Gempa Mag:2.6, 16-Feb-26 22:28:01 WIB, Lok: 4.91 LU - 96.86 BT (20 km Utara KAB-BENERMERIAH-ACEH), Kedlmn: 12 km dirasakan di Bener Meriah  II-III MMI ::BMKG",""
"35476","17-Feb-26 10:04:09","2.0","24","3.92","96.49","40 km Tenggara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.0, 17-Feb-26 10:04:09 WIB, Lok: 3.92 LU - 96.49 BT (40 km Tenggara KAB-NAGANRAYA-ACEH), Kedlmn: 24 km ::BMKG",""
"35478","17-Feb-26 10:09:31","1.8","8","4.85","96.12","23 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.8, 17-Feb-26 10:09:31 WIB, Lok: 4.85 LU - 96.12 BT (23 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 8 km ::BMKG",""
"35495","17-Feb-26 13:56:43","2.2","6","4.49","96.42","31 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.2, 17-Feb-26 13:56:43 WIB, Lok: 4.49 LU - 96.42 BT (31 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"35496","17-Feb-26 14:58:29","2.8","6","4.71","96.81","7 km Barat Daya KAB-BENERMERIAH-ACEH","Bener Meriah II MMI","Info Gempa Mag:2.8, 17-Feb-26 14:58:29 WIB, Lok: 4.71 LU - 96.81 BT (7 km Barat Daya KAB-BENERMERIAH-ACEH), Kedlmn: 6 km dirasakan di Bener Meriah II MMI ::BMKG",""
"35533","17-Feb-26 20:25:46","2.3","3","4.75","96.79","9 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah II MMI","Info Gempa Mag:2.3, 17-Feb-26 20:25:46 WIB, Lok: 4.75 LU - 96.79 BT (9 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 3 km ::BMKG",""
"35537","17-Feb-26 21:16:48","2.2","52","3.06","97.6","47 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.2, 17-Feb-26 21:16:48 WIB, Lok: 3.06 LU - 97.60 BT (47 km Tenggara KAB-ACEHSELATAN), Kedlmn: 52 km ::BMKG",""
"35581","18-Feb-26 02:04:18","2.4","8","4.61","96.24","42 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.4, 18-Feb-26 02:04:18 WIB, Lok: 4.61 LU - 96.24 BT (42 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 8 km ::BMKG",""
"35656","18-Feb-26 14:25:29","1.6","2","4.84","96.02","34 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.6, 18-Feb-26 14:25:29 WIB, Lok: 4.84 LU - 96.02 BT (34 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 2 km ::BMKG",""
"35664","18-Feb-26 16:27:33","2.2","6","4.09","97.47","18 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 18-Feb-26 16:27:33 WIB, Lok: 4.09 LU - 97.47 BT (18 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"35665","18-Feb-26 16:30:16","2.4","1","4.15","97.45","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 18-Feb-26 16:30:16 WIB, Lok: 4.15 LU - 97.45 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"35666","18-Feb-26 16:44:46","1.6","8","5.39","95.56","17 km Utara JANTHO-ACEHBESAR","","Info Gempa Mag:1.6, 18-Feb-26 16:44:46 WIB, Lok: 5.39 LU - 95.56 BT (17 km Utara JANTHO-ACEHBESAR), Kedlmn: 8 km ::BMKG",""
"35687","18-Feb-26 20:43:34","2.8","10","4.81","96.1","28 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.8, 18-Feb-26 20:43:34 WIB, Lok: 4.81 LU - 96.10 BT (28 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 10 km ::BMKG",""
"35688","18-Feb-26 20:54:58","1.2","48","3.68","97.25","36 km Tenggara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:1.2, 18-Feb-26 20:54:58 WIB, Lok: 3.68 LU - 97.25 BT (36 km Tenggara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 48 km ::BMKG",""
"35702","18-Feb-26 22:30:38","2.5","12","4.81","96.13","26 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.5, 18-Feb-26 22:30:38 WIB, Lok: 4.81 LU - 96.13 BT (26 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 12 km ::BMKG",""
"35711","18-Feb-26 23:43:50","1.9","4","2.53","96.9","60 km Timur SINABANG-ACEH","","Info Gempa Mag:1.9, 18-Feb-26 23:43:50 WIB, Lok: 2.53 LU - 96.90 BT (60 km Timur SINABANG-ACEH), Kedlmn: 4 km ::BMKG",""
"35723","19-Feb-26 01:01:15","2.2","4","3.95","97.13","22 km Timur Laut BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.2, 19-Feb-26 01:01:15 WIB, Lok: 3.95 LU - 97.13 BT (22 km Timur Laut BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 4 km ::BMKG",""
"35739","19-Feb-26 02:18:07","2.5","21","3.69","96.74","30 km Barat Daya BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.5, 19-Feb-26 02:18:07 WIB, Lok: 3.69 LU - 96.74 BT (30 km Barat Daya BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 21 km ::BMKG",""
"35756","19-Feb-26 03:57:41","1.9","5","4.15","97.4","19 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 19-Feb-26 03:57:41 WIB, Lok: 4.15 LU - 97.40 BT (19 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35764","19-Feb-26 04:35:59","2.2","28","4.62","95.42","18 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:2.2, 19-Feb-26 04:35:59 WIB, Lok: 4.62 LU - 95.42 BT (18 km Barat CALANG-ACEHJAYA), Kedlmn: 28 km ::BMKG",""
"35784","19-Feb-26 08:08:37","2.1","5","4.5","96.37","30 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.1, 19-Feb-26 08:08:37 WIB, Lok: 4.50 LU - 96.37 BT (30 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"35807","19-Feb-26 12:59:06","2.1","3","4.89","96.24","12 km Selatan KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.1, 19-Feb-26 12:59:06 WIB, Lok: 4.89 LU - 96.24 BT (12 km Selatan KAB-PIDIEJAYA-ACEH), Kedlmn: 3 km ::BMKG",""
"35823","19-Feb-26 16:02:22","1.8","3","4.2","97.43","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 19-Feb-26 16:02:22 WIB, Lok: 4.20 LU - 97.43 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"35854","19-Feb-26 21:03:20","1.6","3","3.54","97.4","32 km Timur Laut KAB-ACEHSELATAN","","Info Gempa Mag:1.6, 19-Feb-26 21:03:20 WIB, Lok: 3.54 LU - 97.40 BT (32 km Timur Laut KAB-ACEHSELATAN), Kedlmn: 3 km ::BMKG",""
"35876","19-Feb-26 23:42:14","1.6","10","4.79","95.54","18 km Utara CALANG-ACEHJAYA","","Info Gempa Mag:1.6, 19-Feb-26 23:42:14 WIB, Lok: 4.79 LU - 95.54 BT (18 km Utara CALANG-ACEHJAYA), Kedlmn: 10 km ::BMKG",""
"35927","20-Feb-26 05:58:30","1.9","5","4.37","96.67","35 km Barat Daya TAKENGON-ACEHTENGAH","","Info Gempa Mag:1.9, 20-Feb-26 05:58:30 WIB, Lok: 4.37 LU - 96.67 BT (35 km Barat Daya TAKENGON-ACEHTENGAH), Kedlmn: 5 km ::BMKG",""
"35935","20-Feb-26 07:52:44","1.9","5","4.17","97.62","36 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 20-Feb-26 07:52:44 WIB, Lok: 4.17 LU - 97.62 BT (36 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35939","20-Feb-26 08:26:53","3.0","5","3.21","97.53","33 km Timur KAB-ACEHSELATAN","","Info Gempa Mag:3.0, 20-Feb-26 08:26:53 WIB, Lok: 3.21 LU - 97.53 BT (33 km Timur KAB-ACEHSELATAN), Kedlmn: 5 km ::BMKG",""
"35940","20-Feb-26 08:26:29","1.9","2","4.12","97.46","19 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 20-Feb-26 08:26:29 WIB, Lok: 4.12 LU - 97.46 BT (19 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"35963","20-Feb-26 12:31:17","2.3","5","4.12","97.44","18 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 20-Feb-26 12:31:17 WIB, Lok: 4.12 LU - 97.44 BT (18 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35965","20-Feb-26 12:53:11","2.5","5","4.14","97.47","22 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.5, 20-Feb-26 12:53:11 WIB, Lok: 4.14 LU - 97.47 BT (22 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"35977","20-Feb-26 15:13:03","2.4","10","4.58","96.39","39 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.4, 20-Feb-26 15:13:03 WIB, Lok: 4.58 LU - 96.39 BT (39 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 10 km ::BMKG",""
"36071","21-Feb-26 01:50:20","3.1","5","6.16","95.31","30 km Utara KOTA-SABANG-ACEH","","Info Gempa Mag:3.1, 21-Feb-26 01:50:20 WIB, Lok: 6.16 LU - 95.31 BT (30 km Utara KOTA-SABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"36083","21-Feb-26 03:21:11","2.2","2","4.57","96.32","38 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.2, 21-Feb-26 03:21:11 WIB, Lok: 4.57 LU - 96.32 BT (38 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 2 km ::BMKG",""
"36110","21-Feb-26 07:13:07","1.3","22","3.15","97.31","18 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:1.3, 21-Feb-26 07:13:07 WIB, Lok: 3.15 LU - 97.31 BT (18 km Tenggara KAB-ACEHSELATAN), Kedlmn: 22 km ::BMKG",""
"36115","21-Feb-26 08:15:18","2.8","0","2.84","95.75","80 km Barat Laut SINABANG-ACEH","","Info Gempa Mag:2.8, 21-Feb-26 08:15:18 WIB, Lok: 2.84 LU - 95.75 BT (80 km Barat Laut SINABANG-ACEH), Kedlmn: 0 km ::BMKG",""
"36124","21-Feb-26 09:32:09","2.4","1","4.18","97.43","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 21-Feb-26 09:32:09 WIB, Lok: 4.18 LU - 97.43 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"36168","21-Feb-26 18:36:07","3.7","10","4.19","97.56","33 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.7, 21-Feb-26 18:36:07 WIB, Lok: 4.19 LU - 97.56 BT (33 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"36169","21-Feb-26 18:37:53","2.0","17","3.27","97.25","3 km Selatan KAB-ACEHSELATAN","","Info Gempa Mag:2.0, 21-Feb-26 18:37:53 WIB, Lok: 3.27 LU - 97.25 BT (3 km Selatan KAB-ACEHSELATAN), Kedlmn: 17 km ::BMKG",""
"36173","21-Feb-26 19:14:30","2.4","32","4.29","95.82","37 km Barat Laut MEULABOH-ACEHBARAT","","Info Gempa Mag:2.4, 21-Feb-26 19:14:30 WIB, Lok: 4.29 LU - 95.82 BT (37 km Barat Laut MEULABOH-ACEHBARAT), Kedlmn: 32 km ::BMKG",""
"36237","22-Feb-26 04:05:10","4.2","10","4.26","97.56","39 km Timur Laut KAB-GAYOLUES-ACEH","Gayo Lues II-III MMI dan Bener Meriah II MMI","Info Gempa Mag:4.2, 22-Feb-26 04:05:10 WIB, Lok: 4.26 LU - 97.56 BT (39 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km dirasakan di Gayo Lues II-III MMI dan Bener Meriah II MMI ::BMKG",""
"36240","22-Feb-26 04:18:54","3.0","5","4.13","97.46","20 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.0, 22-Feb-26 04:18:54 WIB, Lok: 4.13 LU - 97.46 BT (20 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"36243","22-Feb-26 04:45:05","2.5","5","2.16","96.64","46 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.5, 22-Feb-26 04:45:05 WIB, Lok: 2.16 LU - 96.64 BT (46 km Tenggara SINABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"36252","22-Feb-26 05:59:28","3.2","102","3.72","97.04","15 km Tenggara BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:3.2, 22-Feb-26 05:59:28 WIB, Lok: 3.72 LU - 97.04 BT (15 km Tenggara BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 102 km ::BMKG",""
"36253","22-Feb-26 06:04:17","2.6","11","2.06","96.51","48 km Selatan SINABANG-ACEH","","Info Gempa Mag:2.6, 22-Feb-26 06:04:17 WIB, Lok: 2.06 LU - 96.51 BT (48 km Selatan SINABANG-ACEH), Kedlmn: 11 km ::BMKG",""
"36254","22-Feb-26 06:04:13","3.0","2","3.71","95.8","60 km Barat Daya MEULABOH-ACEHBARAT","","Info Gempa Mag:3.0, 22-Feb-26 06:04:13 WIB, Lok: 3.71 LU - 95.80 BT (60 km Barat Daya MEULABOH-ACEHBARAT), Kedlmn: 2 km ::BMKG",""
"36256","22-Feb-26 06:37:21","1.9","10","3.44","97.8","5 km Selatan KUTACANE-ACEHTENGGARA","","Info Gempa Mag:1.9, 22-Feb-26 06:37:21 WIB, Lok: 3.44 LU - 97.80 BT (5 km Selatan KUTACANE-ACEHTENGGARA), Kedlmn: 10 km ::BMKG",""
"36259","22-Feb-26 07:15:34","2.0","4","4.09","97.36","11 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 22-Feb-26 07:15:34 WIB, Lok: 4.09 LU - 97.36 BT (11 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"36263","22-Feb-26 07:40:33","2.7","3","4.15","97.52","26 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 22-Feb-26 07:40:33 WIB, Lok: 4.15 LU - 97.52 BT (26 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"36288","22-Feb-26 11:35:49","3.7","10","4.14","97.57","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.7, 22-Feb-26 11:35:49 WIB, Lok: 4.14 LU - 97.57 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"36297","22-Feb-26 13:15:03","1.7","9","3.8","97.43","24 km Tenggara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 22-Feb-26 13:15:03 WIB, Lok: 3.80 LU - 97.43 BT (24 km Tenggara KAB-GAYOLUES-ACEH), Kedlmn: 9 km ::BMKG",""
"36374","22-Feb-26 23:56:43","2.5","30","4.15","96.1","3 km Barat MEULABOH-ACEHBARAT","","Info Gempa Mag:2.5, 22-Feb-26 23:56:43 WIB, Lok: 4.15 LU - 96.10 BT (3 km Barat MEULABOH-ACEHBARAT), Kedlmn: 30 km ::BMKG",""
"36411","23-Feb-26 08:14:09","2.0","13","3.02","96.59","65 km Utara SINABANG-ACEH","","Info Gempa Mag:2.0, 23-Feb-26 08:14:09 WIB, Lok: 3.02 LU - 96.59 BT (65 km Utara SINABANG-ACEH), Kedlmn: 13 km ::BMKG",""
"36430","23-Feb-26 11:39:21","1.8","5","4.19","97.47","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 23-Feb-26 11:39:21 WIB, Lok: 4.19 LU - 97.47 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"36432","23-Feb-26 12:11:10","2.2","1","4.18","97.45","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 23-Feb-26 12:11:10 WIB, Lok: 4.18 LU - 97.45 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"36448","23-Feb-26 15:25:14","1.5","2","4.16","97.43","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.5, 23-Feb-26 15:25:14 WIB, Lok: 4.16 LU - 97.43 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"36477","23-Feb-26 20:48:34","2.2","12","4.73","96.79","8 km Barat KAB-BENERMERIAH-ACEH","Bener Meriah  II-III MMI","Info Gempa Mag:2.2, 23-Feb-26 20:48:34 WIB, Lok: 4.73 LU - 96.79 BT (8 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 12 km dirasakan di Bener Meriah  II-III MMI ::BMKG",""
"36492","23-Feb-26 22:25:15","2.3","5","4.91","96.27","9 km Selatan KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.3, 23-Feb-26 22:25:15 WIB, Lok: 4.91 LU - 96.27 BT (9 km Selatan KAB-PIDIEJAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"36510","23-Feb-26 23:52:14","1.8","5","4.76","96.11","32 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.8, 23-Feb-26 23:52:14 WIB, Lok: 4.76 LU - 96.11 BT (32 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"36511","23-Feb-26 23:58:56","2.3","5","4.13","97.37","15 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 23-Feb-26 23:58:56 WIB, Lok: 4.13 LU - 97.37 BT (15 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"36514","24-Feb-26 01:26:16","3.5","5","4.32","97.75","31 km Barat KAB-ACEHTAMIANG","","Info Gempa Mag:3.5, 24-Feb-26 01:26:16 WIB, Lok: 4.32 LU - 97.75 BT (31 km Barat KAB-ACEHTAMIANG), Kedlmn: 5 km ::BMKG",""
"36517","24-Feb-26 02:09:18","2.9","5","6.21","95.06","46 km Barat Laut KOTA-SABANG-ACEH","","Info Gempa Mag:2.9, 24-Feb-26 02:09:18 WIB, Lok: 6.21 LU - 95.06 BT (46 km Barat Laut KOTA-SABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"36551","24-Feb-26 10:38:51","2.0","1","2.54","96.1","31 km Barat SINABANG-ACEH","","Info Gempa Mag:2.0, 24-Feb-26 10:38:51 WIB, Lok: 2.54 LU - 96.10 BT (31 km Barat SINABANG-ACEH), Kedlmn: 1 km ::BMKG",""
"36575","24-Feb-26 15:44:01","2.1","4","4.16","97.43","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 24-Feb-26 15:44:01 WIB, Lok: 4.16 LU - 97.43 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"36612","24-Feb-26 20:37:17","2.6","4","4.13","97.45","19 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 24-Feb-26 20:37:17 WIB, Lok: 4.13 LU - 97.45 BT (19 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"36630","24-Feb-26 20:21:01","1.8","6","5.22","96.17","3 km Timur KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.8, 24-Feb-26 20:21:01 WIB, Lok: 5.22 LU - 96.17 BT (3 km Timur KAB-PIDIEJAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"36692","25-Feb-26 06:57:39","2.2","5","4.13","97.38","16 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 25-Feb-26 06:57:39 WIB, Lok: 4.13 LU - 97.38 BT (16 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"36697","25-Feb-26 08:02:32","2.2","5","4.25","97.49","33 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 25-Feb-26 08:02:32 WIB, Lok: 4.25 LU - 97.49 BT (33 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"36710","25-Feb-26 10:18:54","4.2","53","4.79","95.6","17 km Utara CALANG-ACEHJAYA","Lamno-Aceh Jaya II-III MMI","Info Gempa Mag:4.2, 25-Feb-26 10:18:54 WIB, Lok: 4.79 LU - 95.60 BT (17 km Utara CALANG-ACEHJAYA), Kedlmn: 53 km ::BMKG",""
"36728","25-Feb-26 13:32:03","3.1","5","4.98","95.96","36 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:3.1, 25-Feb-26 13:32:03 WIB, Lok: 4.98 LU - 95.96 BT (36 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"36808","26-Feb-26 03:37:54","2.2","9","2.91","96.78","67 km Timur Laut SINABANG-ACEH","","Info Gempa Mag:2.2, 26-Feb-26 03:37:54 WIB, Lok: 2.91 LU - 96.78 BT (67 km Timur Laut SINABANG-ACEH), Kedlmn: 9 km ::BMKG",""
"36957","27-Feb-26 03:01:43","1.9","22","3.81","96.95","3 km Selatan BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:1.9, 27-Feb-26 03:01:43 WIB, Lok: 3.81 LU - 96.95 BT (3 km Selatan BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 22 km ::BMKG",""
"36996","27-Feb-26 07:23:34","3.0","29","4.74","95.06","58 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:3.0, 27-Feb-26 07:23:34 WIB, Lok: 4.74 LU - 95.06 BT (58 km Barat CALANG-ACEHJAYA), Kedlmn: 29 km ::BMKG",""
"37001","27-Feb-26 08:15:39","1.8","166","4.25","97.4","29 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 27-Feb-26 08:15:39 WIB, Lok: 4.25 LU - 97.40 BT (29 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 166 km ::BMKG",""
"37021","27-Feb-26 13:34:55","3.0","21","4.12","95.17","73 km Barat Daya CALANG-ACEHJAYA","","Info Gempa Mag:3.0, 27-Feb-26 13:34:55 WIB, Lok: 4.12 LU - 95.17 BT (73 km Barat Daya CALANG-ACEHJAYA), Kedlmn: 21 km ::BMKG",""
"37061","27-Feb-26 21:32:36","2.6","10","4.11","97.45","17 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 27-Feb-26 21:32:36 WIB, Lok: 4.11 LU - 97.45 BT (17 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"37062","27-Feb-26 21:44:33","3.2","25","4.64","95.14","49 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:3.2, 27-Feb-26 21:44:33 WIB, Lok: 4.64 LU - 95.14 BT (49 km Barat CALANG-ACEHJAYA), Kedlmn: 25 km ::BMKG",""
"37093","28-Feb-26 02:31:59","2.0","10","4.75","96.81","6 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:2.0, 28-Feb-26 02:31:59 WIB, Lok: 4.75 LU - 96.81 BT (6 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 10 km ::BMKG",""
"37186","28-Feb-26 19:23:56","2.2","3","4.07","97.35","8 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 28-Feb-26 19:23:56 WIB, Lok: 4.07 LU - 97.35 BT (8 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
